MemberID,Name,Parliament,Party,Date_Elected,Method_of_Election,Date_Vacated,Reason_for_Leaving,Electorate_List
1043,"KIDD, Doug",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Retired,List
1084,"KING, Annette",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Rongotai
1108,"KYD, Warren",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Retired,Hunua
1243,"LABAN, Hon Dame Luamanuvao Winnie",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1169,"LEE, Sandra",46,Alliance,27/11/1999,General election,26/07/2002,Retired,List
1244,"LOCKE, Keith",46,Green Party of Aotearoa / New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1109,"LUXTON, Hon John",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Retired,List
1170,"MACKEY, Janet",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,East Coast
1137,"MAHAREY, Steve",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Palmerston North
1204,"MAHUTA, Hon Nanaia",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Te Tai Hauāuru
1085,"MALLARD, Sir Rt Hon Trevor",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Hutt South
1205,"MAPP, Wayne",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,North Shore
1206,"MARK, Hon Ron",46,New Zealand First Party,27/11/1999,General election,26/07/2002,Re-elected,List
1110,"MCCULLY, Murray",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Albany
1045,"MCKINNON, Don",46,New Zealand National Party,27/11/1999,General election,24/02/2000,Resigned,List
1142,"NEESON, Brian",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,Waitakere
1211,"NEWMAN, Muriel",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1171,"O'CONNOR, Hon Damien",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,West Coast-Tasman
1245,"OKEROA, Mahara",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Te Tai Tonga
1172,"PECK, Mark",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Invercargill
1047,"PETERS, Rt Hon Winston",46,New Zealand First Party,27/11/1999,General election,26/07/2002,Re-elected,Tauranga
1173,"PETTIS, Jill",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Whanganui
1246,"POWER, Simon",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Rangitīkei
1024,"PREBBLE, Richard",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1247,"RICH, Katherine",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,List
1248,"RIRINUI, Mita",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Waiariki
1113,"ROBERTSON, H V Ross",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Manukau East
1212,"ROBSON, Matt",46,Alliance,27/11/1999,General election,26/07/2002,Re-elected,List
1174,"ROY, Eric",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,List
1150,"RYALL, Tony",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Bay of Plenty
1213,"SAMUELS, Dover",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Te Tai Tokerau
1249,"SCOTT, Lynda",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Kaikōura
1115,"SHIPLEY, Jenny",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Retired,Rakaia
1093,"SHIRLEY, Ken",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1215,"SIMCOCK, Bob",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,List
1159,"SIMICH, Hon Clem",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Tāmaki
1151,"SMITH, Hon Dr Nick",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Nelson
1094,"SMITH, Lockwood",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Rodney
1152,"SOWRY, Roger",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,List
1153,"STEEL, Tony",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,Hamilton East
1096,"SUTTON, Jim",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Aoraki
1154,"SWAIN, Paul",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Rimutaka
1250,"TAMIHERE, John",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Hauraki
1251,"TÁNCZOS, Nándor",46,Green Party of Aotearoa / New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1216,"TE HEUHEU, Georgina",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,List
1252,"TISCH, Lindsay",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Karapiro
1157,"TIZARD, Judith",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Auckland Central
1253,"TOLLEY, Hon Anne",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,List
1217,"TURIA, Tariana",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1071,"UPTON, Simon",46,New Zealand National Party,27/11/1999,General election,12/01/2001,Resigned,List
1218,"VERNON, Belinda",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,List
1254,"WEBSTER, Penny",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Defeated,List
1119,"WILLIAMSON, Maurice",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Pakuranga
1255,"WILSON, Margaret",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1220,"WONG, Pansy",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,List
1221,"WOOLERTON, R Doug",46,New Zealand First Party,27/11/1999,General election,26/07/2002,Re-elected,List
1256,"WORTH, Richard",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Epsom
1222,"WRIGHT, John",46,Alliance,27/11/1999,General election,26/07/2002,Defeated,List
1177,"YATES, Dianne",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1224,"YOUNG, Annabel",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,List
1179,"ANAE, Arthur",46,New Zealand National Party,15/03/2000,List replacement,26/07/2002,Defeated,List
1079,"DUNNE, Peter",46,United Future New Zealand,16/11/2000,Change in affiliation,26/07/2002,Re-elected,Ohariu-Belmont
1143,"NEILL, Alec",46,New Zealand National Party,12/01/2001,List replacement,26/07/2002,Defeated,List
1257,"ADAMS, Paul",47,United Future New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1258,"ALEXANDER, Marc",47,United Future New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1074,"ANDERTON, Hon Jim",47,Jim Anderton's Progressive Coalition,27/07/2002,General election,16/09/2005,Re-elected,Wigram
1225,"ARDERN, Shane",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Taranaki-King Country
1180,"AWATERE HUATA, Donna",47,ACT New Zealand,27/07/2002,General election,10/11/2003,Change in affiliation,List
1259,"BALDOCK, Larry",47,United Future New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1161,"BARKER, Rick",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Tukituki
1181,"BARNETT, Tim",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Christchurch Central
1227,"BENSON-POPE, David",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Dunedin South
1228,"BEYER, Georgina",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Wairarapa
1229,"BRADFORD, Sue",47,Green Party of Aotearoa / New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1260,"BRASH, Don",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,List
1184,"BROWN, Peter",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Re-elected,List
1185,"BROWNLEE, Hon Gerry",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Ilam
1162,"BURTON, Mark",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Taupō
1163,"CARTER, Chris",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Te Atatū
1178,"CARTER, David",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,List
1101,"CARTER, John",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Northland
1261,"CATCHPOLE, Brent",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Defeated,List
1231,"CHADWICK, Steve",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Rotorua
1262,"CHOUDHARY, Ashraf",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,List
1060,"CLARK, Helen",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Mount Albert
1263,"CODDINGTON, Deborah",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Retired,List
1264,"COLLINS, Hon Judith",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Clevedon
1265,"CONNELL, Brian",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Rakaia
1266,"COPELAND, Gordon",47,United Future New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1232,"COSGROVE, Clayton",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Waimakariri
1061,"CULLEN, Hon Sir Michael",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,List
1233,"CUNLIFFE, David",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,New Lynn
1125,"DALZIEL, Lianne",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Christchurch East
1189,"DONALD, Rod",47,Green Party of Aotearoa / New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1190,"DONNELLY, Brian",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Re-elected,List
1226,"DUNCAN, Helen",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Retired,List
1079,"DUNNE, Peter",47,United Future New Zealand,27/07/2002,General election,16/09/2005,Re-elected,Ohariu-Belmont
1104,"DUYNHOVEN, Harry",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,New Plymouth
1164,"DYSON, Ruth",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Banks Peninsula
1234,"ECKHOFF, Gerrard",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1126,"ENGLISH, Bill",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Clutha-Southland
1235,"EWEN-STREET, Ian",47,Green Party of Aotearoa / New Zealand,27/07/2002,General election,16/09/2005,Retired,List
1267,"FAIRBROTHER, Russell",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Napier
1165,"FIELD, Taito Phillip",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Māngere
1191,"FITZSIMONS, Jeanette",47,Green Party of Aotearoa / New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1236,"FRANKS, Stephen",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1166,"GALLAGHER, Martin",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Hamilton West
1063,"GOFF, Phil",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Mount Roskill
1194,"GOSCHE, Vui Mark",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Maungakiekie
1268,"GOUDIE, Sandra",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Coromandel
1269,"GUDGEON, Bill",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Defeated,List
1237,"HARTLEY, Ann",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Northcote
1131,"HAWKINS, George",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Manurewa
1238,"HEATLEY, Phil",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Whangārei
1270,"HEREORA, Dave",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,List
1199,"HIDE, Rodney",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1200,"HOBBS, Marian",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Wellington Central
1133,"HODGSON, Pete",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Dunedin North
1239,"HOROMIA, Parekura",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Ikaroa-Rāwhiti
1271,"HUGHES, Darren",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Ōtaki
954,"HUNT, Jonathan",47,New Zealand Labour Party,27/07/2002,General election,30/03/2005,Resigned,List
1240,"HUTCHISON, Paul",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Port Waikato
1015,"JONES, Dail",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Defeated,List
1242,"KEDGLEY, Sue",47,Green Party of Aotearoa / New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1106,"KELLY, Graham",47,New Zealand Labour Party,27/07/2002,General election,25/07/2003,Resigned,List
1272,"KEY, John",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Helensville
1084,"KING, Annette",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Rongotai
1243,"LABAN, Hon Dame Luamanuvao Winnie",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Mana
1244,"LOCKE, Keith",47,Green Party of Aotearoa / New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1170,"MACKEY, Janet",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Retired,East Coast
1137,"MAHAREY, Steve",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Palmerston North
1204,"MAHUTA, Hon Nanaia",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Tainui
1085,"MALLARD, Sir Rt Hon Trevor",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Hutt South
1205,"MAPP, Wayne",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,North Shore
1206,"MARK, Hon Ron",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Re-elected,List
1110,"MCCULLY, Murray",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,East Coast Bays
1273,"MCNAIR, Craig",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Defeated,List
1211,"NEWMAN, Muriel",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1171,"O'CONNOR, Hon Damien",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,West Coast-Tasman
1274,"OGILVY, Bernard",47,United Future New Zealand,27/07/2002,General election,16/09/2005,Defeated,List
1245,"OKEROA, Mahara",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Te Tai Tonga
1275,"PARAONE, Pita",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Re-elected,List
1276,"PARKER, Hon David",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Otago
1172,"PECK, Mark",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Retired,Invercargill
1277,"PERRY, Edwin",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Defeated,List
1278,"PETERS, Jim",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Defeated,List
1047,"PETERS, Rt Hon Winston",47,New Zealand First Party,27/07/2002,General election,16/09/2005,Re-elected,Tauranga
1173,"PETTIS, Jill",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Whanganui
1279,"PILLAY, Lynne",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Waitakere
1246,"POWER, Simon",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Rangitīkei
1024,"PREBBLE, Richard",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Retired,List
1247,"RICH, Katherine",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,List
1248,"RIRINUI, Mita",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Waiariki
1113,"ROBERTSON, H V Ross",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Manukau East
1212,"ROBSON, Matt",47,Jim Anderton's Progressive Coalition,27/07/2002,General election,16/09/2005,Defeated,List
1280,"ROY, Heather",47,ACT New Zealand,27/07/2002,General election,16/09/2005,Re-elected,List
1150,"RYALL, Tony",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Re-elected,Bay of Plenty
1213,"SAMUELS, Dover",47,New Zealand Labour Party,27/07/2002,General election,16/09/2005,Re-elected,Te Tai Tokerau
1249,"SCOTT, Lynda",47,New Zealand National Party,27/07/2002,General election,16/09/2005,Retired,Kaikōura
